active,active_endpoint_count,active_endpoints,component_name,component_version,created,cvssv3,cvssv3_score,cvssv4,cvssv4_score,cwe,date,defect_review_requested_by,defect_review_requested_by_id,description,duplicate,duplicate_finding,duplicate_finding_id,dynamic_finding,effort_for_fixing,epss_percentile,epss_score,false_p,file_path,finding_group,fix_available,fix_version,has_endpoints,has_finding_group,has_jira_configured,has_jira_group_issue,has_jira_issue,hash_code,id,impact,is_mitigated,kev_date,known_exploited,last_reviewed,last_reviewed_by,last_reviewed_by_id,last_status_update,line,mitigated,mitigated_by,mitigated_by_id,mitigated_endpoint_count,mitigated_endpoints,mitigation,nb_occurences,numerical_severity,out_of_scope,param,payload,pgh_event_models,pk,planned_remediation_date,planned_remediation_version,publish_date,ransomware_used,references,reporter,reporter_id,review_requested_by,review_requested_by_id,risk_accepted,sast_sink_object,sast_source_file_path,sast_source_line,sast_source_object,scanner_confidence,service,severity,severity_justification,sla_age,sla_age_days,sla_days_remaining,sla_deadline,sla_expiration_date,sla_start_date,sonarqube_issue,sonarqube_issue_id,static_finding,steps_to_reproduce,test,test_id,thread_id,title,under_defect_review,under_review,unique_id_from_tool,updated,url,verified,violates_sla,vuln_id_from_tool,test,found_by,engagement_id,engagement,product_id,product,endpoints,vulnerability_ids,tags,status,notes
True,0,[],node,22.18.0,2026-03-21 08:52:51.824552+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** nvd:cpe NEWLINE **Vulnerability Description:** A flaw in Node.js TLS error handling allows remote attackers to crash or exhaust resources of a TLS server when `pskCallback` or `ALPNCallback` are in use. Synchronous exceptions thrown during these callbacks bypass standard TLS error handling paths (tlsClientError and error), causing either immediate process termination or silent file descriptor leaks that eventually lead to denial of service. Because these callbacks process attacker-controlled input during the TLS handshake, a remote client can repeatedly trigger the issue. This vulnerability affects TLS servers using PSK or ALPN callbacks across Node.js versions where these callbacks throw without being safely wrapped. NEWLINE **Matcher:** stock-matcher NEWLINE **Package URL:** pkg:generic/node@22.18.0",False,,,False,,0.1027,0.00035,False,/nodejs/bin/node,,True,25.3.0,True,False,,False,,7a06c71e47da443366b60e34c12aa69cf93d28bc85b50d41eab254267b9e01a6,112,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.824633+00:00,,,,,0,[],Upgrade to version: NEWLINE - 20.20.0 NEWLINE - 22.22.0 NEWLINE - 24.13.0 NEWLINE - 25.3.0,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2026-21637 NEWLINE **Vulnerability URL:** https://nodejs.org/en/blog/vulnerability/december-2025-security-releases,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,CVE-2026-21637 in node:22.18.0,False,False,,2026-03-21 08:52:51.824565+00:00,,False,,CVE-2026-21637,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,CVE-2026-21637,,Active,
True,0,[],libssl3,3.0.17-1~deb12u2,2026-03-21 08:52:51.486228+00:00,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,7.4,,,0,2026-03-21,,,"**Vulnerability Namespace:** debian:distro:debian:12 NEWLINE **Vulnerability Description:** Issue summary: Calling PKCS12_get_friendlyname() function on a maliciously crafted PKCS#12 file with a BMPString (UTF-16BE) friendly name containing non-ASCII BMP code point can trigger a one byte write before the allocated buffer.  Impact summary: The out-of-bounds write can cause a memory corruption which can have various consequences including a Denial of Service.  The OPENSSL_uni2utf8() function performs a two-pass conversion of a PKCS#12 BMPString (UTF-16BE) to UTF-8. In the second pass, when emitting UTF-8 bytes, the helper function bmp_to_utf8() incorrectly forwards the remaining UTF-16 source byte count as the destination buffer capacity to UTF8_putc(). For BMP code points above U+07FF, UTF-8 requires three bytes, but the forwarded capacity can be just two bytes. UTF8_putc() then returns -1, and this negative value is added to the output length without validation, causing the length to become negative. The subsequent trailing NUL byte is then written at a negative offset, causing write outside of heap allocated buffer.  The vulnerability is reachable via the public PKCS12_get_friendlyname() API when parsing attacker-controlled PKCS#12 files. While PKCS12_parse() uses a different code path that avoids this issue, PKCS12_get_friendlyname() directly invokes the vulnerable function. Exploitation requires an attacker to provide a malicious PKCS#12 file to be parsed by the application and the attacker can just trigger a one zero byte write before the allocated buffer. For that reason the issue was assessed as Low severity according to our Security Policy.  The FIPS modules in 3.6, 3.5, 3.4, 3.3 and 3.0 are not affected by this issue, as the PKCS#12 implementation is outside the OpenSSL FIPS module boundary.  OpenSSL 3.6, 3.5, 3.4, 3.3, 3.0 and 1.1.1 are vulnerable to this issue.  OpenSSL 1.0.2 is not affected by this issue. NEWLINE **Related Vulnerability Description:** Issue summary: Calling PKCS12_get_friendlyname() function on a maliciously NEWLINE crafted PKCS#12 file with a BMPString (UTF-16BE) friendly name containing NEWLINE non-ASCII BMP code point can trigger a one byte write before the allocated NEWLINE buffer. NEWLINE  NEWLINE Impact summary: The out-of-bounds write can cause a memory corruption NEWLINE which can have various consequences including a Denial of Service. NEWLINE  NEWLINE The OPENSSL_uni2utf8() function performs a two-pass conversion of a PKCS#12 NEWLINE BMPString (UTF-16BE) to UTF-8. In the second pass, when emitting UTF-8 bytes, NEWLINE the helper function bmp_to_utf8() incorrectly forwards the remaining UTF-16 NEWLINE source byte count as the destination buffer capacity to UTF8_putc(). For BMP NEWLINE code points above U+07FF, UTF-8 requires three bytes, but the forwarded NEWLINE capacity can be just two bytes. UTF8_putc() then returns -1, and this negative NEWLINE value is added to the output length without validation, causing the NEWLINE length to become negative. The subsequent trailing NUL byte is then written NEWLINE at a negative offset, causing write outside of heap allocated buffer. NEWLINE  NEWLINE The vulnerability is reachable via the public PKCS12_get_friendlyname() API NEWLINE when parsing attacker-controlled PKCS#12 files. While PKCS12_parse() uses a NEWLINE different code path that avoids this issue, PKCS12_get_friendlyname() directly NEWLINE invokes the vulnerable function. Exploitation requires an attacker to provide NEWLINE a malicious PKCS#12 file to be parsed by the application and the attacker NEWLINE can just trigger a one zero byte write before the allocated buffer. NEWLINE For that reason the issue was assessed as Low severity according to our NEWLINE Security Policy. NEWLINE  NEWLINE The FIPS modules in 3.6, 3.5, 3.4, 3.3 and 3.0 are not affected by this issue, NEWLINE as the PKCS#12 implementation is outside the OpenSSL FIPS module boundary. NEWLINE  NEWLINE OpenSSL 3.6, 3.5, 3.4, 3.3, 3.0 and 1.1.1 are vulnerable to this issue. NEWLINE  NEWLINE OpenSSL 1.0.2 is not affected by this issue. NEWLINE **Matcher:** dpkg-matcher NEWLINE **Package URL:** pkg:deb/debian/libssl3@3.0.17-1~deb12u2?arch=amd64&distro=debian-12&upstream=openssl",False,,,False,,0.17424,0.00056,False,/var/lib/dpkg/status.d/libssl3,,True,3.0.18-1~deb12u2,True,False,,False,,992f43a4c7a40e6c35027fcefdcdc43c290be08e6dd5d565532f9116d5d2f7a8,97,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.486310+00:00,,,,,0,[],Upgrade to version: 3.0.18-1~deb12u2,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://security-tracker.debian.org/tracker/CVE-2025-69419 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2025-69419 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/openssl/openssl/commit/41be0f216404f14457bbf3b9cc488dba60b49296 NEWLINE - https://github.com/openssl/openssl/commit/7e9cac9832e4705b91987c2474ed06a37a93cecb NEWLINE - https://github.com/openssl/openssl/commit/a26a90d38edec3748566129d824e664b54bee2e2 NEWLINE - https://github.com/openssl/openssl/commit/cda12de3bc0e333ea8d2c6fd15001dbdaf280015 NEWLINE - https://github.com/openssl/openssl/commit/ff628933755075446bca8307e8417c14d164b535 NEWLINE - https://openssl-library.org/news/secadv/20260127.txt,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,CVE-2025-69419 in libssl3:3.0.17-1~deb12u2,False,False,,2026-03-21 08:52:51.486240+00:00,,False,,CVE-2025-69419,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,CVE-2025-69419,,Active,
True,0,[],jws,0.2.6,2026-03-21 08:52:52.358067+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** auth0/node-jws Improperly Verifies HMAC Signature NEWLINE **Related Vulnerability Description:** auth0/node-jws is a JSON Web Signature implementation for Node.js. In versions 3.2.2 and earlier and version 4.0.0, auth0/node-jws has an improper signature verification vulnerability when using the HS256 algorithm under specific conditions. Applications are affected when they use the jws.createVerify() function for HMAC algorithms and use user-provided data from the JSON Web Signature protected header or payload in HMAC secret lookup routines, which can allow attackers to bypass signature verification. This issue has been patched in versions 3.2.3 and 4.0.1. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/jws@0.2.6",False,,,False,,0.009,9e-05,False,/juice-shop/node_modules/jws/package.json,,True,3.2.3,True,False,,False,,dfe2f28ff7fb299086ffa9541269f2ec2232e1d78b0c48df509ef2efe1c15665,139,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:52.358136+00:00,,,,,0,[],Upgrade to version: 3.2.3,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-869p-cjfg-cm3x NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/auth0/node-jws/security/advisories/GHSA-869p-cjfg-cm3x NEWLINE - https://github.com/auth0/node-jws/commit/34c45b2c04434f925b638de6a061de9339c0ea2e NEWLINE - https://github.com/auth0/node-jws/commit/4f6e73f24df42f07d632dec6431ade8eda8d11a6 NEWLINE - https://github.com/auth0/node-jws/releases/tag/v3.2.3 NEWLINE - https://github.com/auth0/node-jws/releases/tag/v4.0.1 NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2025-65945 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2025-65945 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/auth0/node-jws/commit/34c45b2c04434f925b638de6a061de9339c0ea2e NEWLINE - https://github.com/auth0/node-jws/security/advisories/GHSA-869p-cjfg-cm3x,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-869p-cjfg-cm3x in jws:0.2.6,False,False,,2026-03-21 08:52:52.358079+00:00,,False,,GHSA-869p-cjfg-cm3x,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-869p-cjfg-cm3x; CVE-2025-65945,,Active,
True,0,[],libc6,2.36-9+deb12u10,2026-03-21 08:52:51.526326+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** debian:distro:debian:12 NEWLINE **Vulnerability Description:** Calling wordexp with WRDE_REUSE in conjunction with WRDE_APPEND in the GNU C Library version 2.0 to version 2.42 may cause the interface to return uninitialized memory in the we_wordv member, which on subsequent calls to wordfree may abort the process. NEWLINE **Matcher:** dpkg-matcher NEWLINE **Package URL:** pkg:deb/debian/libc6@2.36-9%2Bdeb12u10?arch=amd64&distro=debian-12&upstream=glibc",False,,,False,,0.16562,0.00053,False,/var/lib/dpkg/status.d/libc6,,False,,True,False,,False,,2194a78d0d10eb7273bc856d9d1f2346a420e49e32b98c182ebe9869a0244ee8,99,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.526403+00:00,,,,,0,[],,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://security-tracker.debian.org/tracker/CVE-2025-15281 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2025-15281 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://sourceware.org/bugzilla/show_bug.cgi?id=33814 NEWLINE - http://www.openwall.com/lists/oss-security/2026/01/20/3,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,CVE-2025-15281 in libc6:2.36-9+deb12u10,False,False,,2026-03-21 08:52:51.526339+00:00,,False,,CVE-2025-15281,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,CVE-2025-15281,,Active,
True,0,[],multer,1.4.5-lts.2,2026-03-21 08:52:52.308179+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** Multer vulnerable to Denial of Service from maliciously crafted requests NEWLINE **Related Vulnerability Description:** Multer is a node.js middleware for handling `multipart/form-data`. A vulnerability that is present starting in version 1.4.4-lts.1 and prior to version 2.0.0 allows an attacker to trigger a Denial of Service (DoS) by sending a malformed multi-part upload request. This request causes an unhandled exception, leading to a crash of the process. Users should upgrade to version 2.0.0 to receive a patch. No known workarounds are available. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/multer@1.4.5-lts.2",False,,,False,,0.01389,0.00011,False,/juice-shop/node_modules/multer/package.json,,True,2.0.0,True,False,,False,,e361ef84b7e55dd3b2c90b9d8fb942526c15c129d1f901c7d3c7bc176d1f7764,136,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:52.308243+00:00,,,,,0,[],Upgrade to version: 2.0.0,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-4pg4-qvpc-4q3h NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/expressjs/multer/security/advisories/GHSA-4pg4-qvpc-4q3h NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2025-47944 NEWLINE - https://github.com/expressjs/multer/issues/1176 NEWLINE - https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2025-47944 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665 NEWLINE - https://github.com/expressjs/multer/issues/1176 NEWLINE - https://github.com/expressjs/multer/security/advisories/GHSA-4pg4-qvpc-4q3h,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-4pg4-qvpc-4q3h in multer:1.4.5-lts.2,False,False,,2026-03-21 08:52:52.308191+00:00,,False,,GHSA-4pg4-qvpc-4q3h,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-4pg4-qvpc-4q3h; CVE-2025-47944,,Active,
True,0,[],multer,1.4.5-lts.2,2026-03-21 08:52:51.566685+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** Multer vulnerable to Denial of Service via memory leaks from unclosed streams NEWLINE **Related Vulnerability Description:** Multer is a node.js middleware for handling `multipart/form-data`. Versions prior to 2.0.0 are vulnerable to a resource exhaustion and memory leak issue due to improper stream handling. When the HTTP request stream emits an error, the internal `busboy` stream is not closed, violating Node.js stream safety guidance. This leads to unclosed streams accumulating over time, consuming memory and file descriptors. Under sustained or repeated failure conditions, this can result in denial of service, requiring manual server restarts to recover. All users of Multer handling file uploads are potentially impacted. Users should upgrade to 2.0.0 to receive a patch. No known workarounds are available. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/multer@1.4.5-lts.2",False,,,False,,0.14903,0.00048,False,/juice-shop/node_modules/multer/package.json,,True,2.0.0,True,False,,False,,84a56017a0139fedea9c251e5bade937c762aedd44bf54aa2ccba8a4353e44c6,101,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.566774+00:00,,,,,0,[],Upgrade to version: 2.0.0,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-44fp-w29j-9vj5 NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/expressjs/multer/security/advisories/GHSA-44fp-w29j-9vj5 NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2025-47935 NEWLINE - https://github.com/expressjs/multer/pull/1120 NEWLINE - https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2025-47935 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/expressjs/multer/commit/2c8505f207d923dd8de13a9f93a4563e59933665 NEWLINE - https://github.com/expressjs/multer/pull/1120 NEWLINE - https://github.com/expressjs/multer/security/advisories/GHSA-44fp-w29j-9vj5,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-44fp-w29j-9vj5 in multer:1.4.5-lts.2,False,False,,2026-03-21 08:52:51.566699+00:00,,False,,GHSA-44fp-w29j-9vj5,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-44fp-w29j-9vj5; CVE-2025-47935,,Active,
True,0,[],minimatch,3.0.5,2026-03-21 08:52:51.592246+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern NEWLINE **Related Vulnerability Description:** minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a glob pattern contains many consecutive * wildcards followed by a literal character that doesn't appear in the test string. Each * compiles to a separate [^/]*? regex group, and when the match fails, V8's regex engine backtracks exponentially across all possible splits. The time complexity is O(4^N) where N is the number of * characters. With N=15, a single minimatch() call takes ~2 seconds. With N=34, it hangs effectively forever. Any application that passes user-controlled strings to minimatch() as the pattern argument is vulnerable to DoS. This issue has been fixed in version 10.2.1. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/minimatch@3.0.5",False,,,False,,0.1193,0.0004,False,/juice-shop/node_modules/replace/node_modules/minimatch/package.json,,True,3.1.3,True,False,,False,,feddd4ea027a972a1214b94ca3a85148ce2a0ae9e701173828dae32ac68affa0,102,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.592341+00:00,,,,,0,[],Upgrade to version: 3.1.3,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-3ppc-4f35-3m26 NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26 NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-3ppc-4f35-3m26 in minimatch:3.0.5,False,False,,2026-03-21 08:52:51.592261+00:00,,False,,GHSA-3ppc-4f35-3m26,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-3ppc-4f35-3m26; CVE-2026-26996,,Active,
True,0,[],minimatch,3.0.8,2026-03-21 08:52:51.617105+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern NEWLINE **Related Vulnerability Description:** minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a glob pattern contains many consecutive * wildcards followed by a literal character that doesn't appear in the test string. Each * compiles to a separate [^/]*? regex group, and when the match fails, V8's regex engine backtracks exponentially across all possible splits. The time complexity is O(4^N) where N is the number of * characters. With N=15, a single minimatch() call takes ~2 seconds. With N=34, it hangs effectively forever. Any application that passes user-controlled strings to minimatch() as the pattern argument is vulnerable to DoS. This issue has been fixed in version 10.2.1. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/minimatch@3.0.8",False,,,False,,0.1193,0.0004,False,/juice-shop/node_modules/grunt/node_modules/minimatch/package.json,,True,3.1.3,True,False,,False,,bf1f1ff25c433948898f6b15c4b7d984f3625c269937b465347e31e1696ab3d5,103,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.617197+00:00,,,,,0,[],Upgrade to version: 3.1.3,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-3ppc-4f35-3m26 NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26 NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-3ppc-4f35-3m26 in minimatch:3.0.8,False,False,,2026-03-21 08:52:51.617119+00:00,,False,,GHSA-3ppc-4f35-3m26,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-3ppc-4f35-3m26; CVE-2026-26996,,Active,
True,0,[],minimatch,3.1.2,2026-03-21 08:52:51.640928+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern NEWLINE **Related Vulnerability Description:** minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a glob pattern contains many consecutive * wildcards followed by a literal character that doesn't appear in the test string. Each * compiles to a separate [^/]*? regex group, and when the match fails, V8's regex engine backtracks exponentially across all possible splits. The time complexity is O(4^N) where N is the number of * characters. With N=15, a single minimatch() call takes ~2 seconds. With N=34, it hangs effectively forever. Any application that passes user-controlled strings to minimatch() as the pattern argument is vulnerable to DoS. This issue has been fixed in version 10.2.1. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/minimatch@3.1.2",False,,,False,,0.1193,0.0004,False,/juice-shop/node_modules/ignore-walk/node_modules/minimatch/package.json,,True,3.1.3,True,False,,False,,f417dd8546dde8e47ebaa2a2dcaee4307bf8dfc9e5b76e7544d40a21eeab5fde,104,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.641015+00:00,,,,,0,[],Upgrade to version: 3.1.3,9,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-3ppc-4f35-3m26 NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26 NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-3ppc-4f35-3m26 in minimatch:3.1.2,False,False,,2026-03-21 08:52:51.640942+00:00,,False,,GHSA-3ppc-4f35-3m26,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-3ppc-4f35-3m26; CVE-2026-26996,,Active,
True,0,[],minimatch,5.1.6,2026-03-21 08:52:51.663648+00:00,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,,,0,2026-03-21,,,"**Vulnerability Namespace:** github:language:javascript NEWLINE **Vulnerability Description:** minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern NEWLINE **Related Vulnerability Description:** minimatch is a minimal matching utility for converting glob expressions into JavaScript RegExp objects. Versions 10.2.0 and below are vulnerable to Regular Expression Denial of Service (ReDoS) when a glob pattern contains many consecutive * wildcards followed by a literal character that doesn't appear in the test string. Each * compiles to a separate [^/]*? regex group, and when the match fails, V8's regex engine backtracks exponentially across all possible splits. The time complexity is O(4^N) where N is the number of * characters. With N=15, a single minimatch() call takes ~2 seconds. With N=34, it hangs effectively forever. Any application that passes user-controlled strings to minimatch() as the pattern argument is vulnerable to DoS. This issue has been fixed in version 10.2.1. NEWLINE **Matcher:** javascript-matcher NEWLINE **Package URL:** pkg:npm/minimatch@5.1.6",False,,,False,,0.1193,0.0004,False,/juice-shop/node_modules/filehound/node_modules/minimatch/package.json,,True,5.1.7,True,False,,False,,1d27ac5578988fc6cd58b3db85dc87b6fb1b91928419357c3a005c9b10971f4e,105,,False,,False,2026-03-21 08:52:50.407095+00:00,Admin User (admin),1,2026-03-21 08:52:51.663755+00:00,,,,,0,[],Upgrade to version: 5.1.7,1,S1,False,,,,,,,,False,**Vulnerability Datasource:** https://github.com/advisories/GHSA-3ppc-4f35-3m26 NEWLINE **Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26 NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability Datasource:** https://nvd.nist.gov/vuln/detail/CVE-2026-26996 NEWLINE **Related Vulnerability URLs:** NEWLINE - https://github.com/isaacs/minimatch/commit/2e111f3a79abc00fa73110195de2c0f2351904f5 NEWLINE - https://github.com/isaacs/minimatch/security/advisories/GHSA-3ppc-4f35-3m26,Admin User (admin),1,,,False,,,,,,,High,,,30,30,2026-04-20,2026-04-20,,,,True,,Anchore Grype,5,0,GHSA-3ppc-4f35-3m26 in minimatch:5.1.6,False,False,,2026-03-21 08:52:51.663666+00:00,,False,,GHSA-3ppc-4f35-3m26,,Anchore Grype,1,Labs Security Testing,1,Juice Shop,,GHSA-3ppc-4f35-3m26; CVE-2026-26996,,Active,
